Group,OrigProgram,Marker Color,Marker Icon,Icon Color,Custom Size,Image,Year,Name,Description,Location,Latitude,Longitude,Geocoded address,Street,Town,InformalTown,Zip
Operating Support,DirLocal,orange,,,,,2019,Yale Repertory Theatre,"$43,325",PO Box 208244 New Haven CT 06520,41.3099855,-72.9286583,"206 Elm St, New Haven, CT 06511, USA",PO Box 208244,New Haven,New Haven,6520
Operating Support,DirLocal,orange,,,,,2020,Yale Repertory Theatre,"$43,325",PO Box 208244 New Haven CT 06520,41.3099855,-72.9286583,"206 Elm St, New Haven, CT 06511, USA",PO Box 208244,New Haven,New Haven,6520
Operating Support,Mandated,orange,,,,,2017,Yale Repertory Theatre,"$43,325",PO Box 208244 New Haven CT 06520,41.3099855,-72.9286583,"206 Elm St, New Haven, CT 06511, USA",PO Box 208244,New Haven,New Haven,6520
Operating Support,ENDOW,orange,,,,,2019,New Haven Community Chorus^Greater,$516,PO Box 351 New Haven CT 06502,41.31,-72.93,"New Haven, CT 06502, USA",PO Box 351,New Haven,New Haven,6502
Operating Support,ENDOW,orange,,,,,2020,New Haven Community Chorus^Greater,$500,PO Box 351 New Haven CT 06502,41.31,-72.93,"New Haven, CT 06502, USA",PO Box 351,New Haven,New Haven,6502
Operating Support,ENDOW,orange,,,,,2017,"New Haven Chorale, Inc.","$2,164",PO Box 1897 New Haven CT 06508-1897,41.31,-72.93,"New Haven, CT 06508, USA",PO Box 1897,New Haven,New Haven,06508-1897
Operating Support,ENDOW,orange,,,,,2018,"New Haven Chorale, Inc.","$1,195",PO Box 1897 New Haven CT 06508-1897,41.31,-72.93,"New Haven, CT 06508, USA",PO Box 1897,New Haven,New Haven,06508-1897
Operating Support,ENDOW,orange,,,,,2019,"New Haven Chorale, Inc.","$1,854",PO Box 1897 New Haven CT 06508-1897,41.31,-72.93,"New Haven, CT 06508, USA",PO Box 1897,New Haven,New Haven,06508-1897
Operating Support,ENDOW,orange,,,,,2020,"New Haven Chorale, Inc.","$1,197",PO Box 1897 New Haven CT 06508-1897,41.31,-72.93,"New Haven, CT 06508, USA",PO Box 1897,New Haven,New Haven,06508-1897
Operating Support,SAP,orange,,,,,2017,"New Haven Chorale, Inc.","$5,278",PO Box 1897 New Haven CT 06508-1897,41.31,-72.93,"New Haven, CT 06508, USA",PO Box 1897,New Haven,New Haven,06508-1897
Operating Support,SAP,orange,,,,,2018,"New Haven Chorale, Inc.","$3,523",PO Box 1897 New Haven CT 06508-1897,41.31,-72.93,"New Haven, CT 06508, USA",PO Box 1897,New Haven,New Haven,06508-1897
Operating Support,SAP,orange,,,,,2019,"New Haven Chorale, Inc.","$5,000",PO Box 1897 New Haven CT 06508-1897,41.31,-72.93,"New Haven, CT 06508, USA",PO Box 1897,New Haven,New Haven,06508-1897
Operating Support,SAP,orange,,,,,2020,"New Haven Chorale, Inc.","$5,950",PO Box 1897 New Haven CT 06508-1897,41.31,-72.93,"New Haven, CT 06508, USA",PO Box 1897,New Haven,New Haven,06508-1897
Operating Support,ENDOW,orange,,,,,2019,"Orchestra New England, Inc.",$797,PO Box 200123 New Haven CT 06520-0123,41.3163244,-72.9223431,"New Haven, CT 06520, USA",PO Box 200123,New Haven,New Haven,06520-0123
Operating Support,ENDOW,orange,,,,,2020,"Orchestra New England, Inc.",$619,PO Box 200123 New Haven CT 06520-0123,41.3163244,-72.9223431,"New Haven, CT 06520, USA",PO Box 200123,New Haven,New Haven,06520-0123
Operating Support,SAP,orange,,,,,2019,"Orchestra New England, Inc.","$2,000",PO Box 200123 New Haven CT 06520-0123,41.3163244,-72.9223431,"New Haven, CT 06520, USA",PO Box 200123,New Haven,New Haven,06520-0123
Operating Support,SAP,orange,,,,,2020,"Orchestra New England, Inc.","$2,700",PO Box 200123 New Haven CT 06520-0123,41.3163244,-72.9223431,"New Haven, CT 06520, USA",PO Box 200123,New Haven,New Haven,06520-0123
Operating Support,ENDOW,orange,,,,,2017,"New Haven Folk, Inc.",$500,PO Box 3404 New Haven CT 06515,41.3266814,-72.9637728,"New Haven, CT 06515, USA",PO Box 3404,New Haven,New Haven,6515
Operating Support,ENDOW,orange,,,,,2018,"New Haven Folk, Inc.",$530,PO Box 3404 New Haven CT 06515,41.3266814,-72.9637728,"New Haven, CT 06515, USA",PO Box 3404,New Haven,New Haven,6515
Operating Support,ENDOW,orange,,,,,2019,"New Haven Folk, Inc.","$1,206",PO Box 3404 New Haven CT 06515,41.3266814,-72.9637728,"New Haven, CT 06515, USA",PO Box 3404,New Haven,New Haven,6515
Operating Support,ENDOW,orange,,,,,2020,"New Haven Folk, Inc.",$500,PO Box 3404 New Haven CT 06515,41.3266814,-72.9637728,"New Haven, CT 06515, USA",PO Box 3404,New Haven,New Haven,6515
Operating Support,SAP,orange,,,,,2018,"New Haven Folk, Inc.","$2,287",PO Box 3404 New Haven CT 06515,41.3266814,-72.9637728,"New Haven, CT 06515, USA",PO Box 3404,New Haven,New Haven,6515
Operating Support,SAP,orange,,,,,2019,"New Haven Folk, Inc.","$2,000",PO Box 3404 New Haven CT 06515,41.3266814,-72.9637728,"New Haven, CT 06515, USA",PO Box 3404,New Haven,New Haven,6515
Operating Support,SAP,orange,,,,,2020,"New Haven Folk, Inc.","$2,700",PO Box 3404 New Haven CT 06515,41.3266814,-72.9637728,"New Haven, CT 06515, USA",PO Box 3404,New Haven,New Haven,6515
Operating Support,ENDOW,orange,,,,,2019,A Broken Umbrella Theatre,$500,PO Box 3285 New Haven CT 06515-2116,41.3266814,-72.9637728,"New Haven, CT 06515, USA",PO Box 3285,New Haven,New Haven,06515-2116
Operating Support,ENDOW,orange,,,,,2017,Eli Whitney Museum^The,"$1,779",915 Whitney Avenue Hamden CT 06517-4036,41.3357701,-72.9106664,"915 Whitney Ave, Hamden, CT 06517, USA",915 Whitney Avenue,Hamden,Hamden,06517-4036
Operating Support,ENDOW,orange,,,,,2018,Eli Whitney Museum^The,"$6,018",915 Whitney Avenue Hamden CT 06517-4036,41.3357701,-72.9106664,"915 Whitney Ave, Hamden, CT 06517, USA",915 Whitney Avenue,Hamden,Hamden,06517-4036
Operating Support,ENDOW,orange,,,,,2019,Eli Whitney Museum^The,"$3,398",915 Whitney Avenue Hamden CT 06517-4036,41.3357701,-72.9106664,"915 Whitney Ave, Hamden, CT 06517, USA",915 Whitney Avenue,Hamden,Hamden,06517-4036
Operating Support,ENDOW,orange,,,,,2020,Eli Whitney Museum^The,"$1,861",915 Whitney Avenue Hamden CT 06517-4036,41.3357701,-72.9106664,"915 Whitney Ave, Hamden, CT 06517, USA",915 Whitney Avenue,Hamden,Hamden,06517-4036
Operating Support,SAP,orange,,,,,2017,Eli Whitney Museum^The,"$5,747",915 Whitney Avenue Hamden CT 06517-4036,41.3357701,-72.9106664,"915 Whitney Ave, Hamden, CT 06517, USA",915 Whitney Avenue,Hamden,Hamden,06517-4036
Operating Support,ENDOW,orange,,,,,2018,Con Brio Choral Society,"$1,165",PO Box 312 Essex CT 06409,41.3468492,-72.4169377,"Centerbrook, CT 06409, USA",PO Box 312,Essex,Centerbrook,6409
Operating Support,ENDOW,orange,,,,,2019,Con Brio Choral Society,$500,PO Box 312 Essex CT 06409,41.3468492,-72.4169377,"Centerbrook, CT 06409, USA",PO Box 312,Essex,Centerbrook,6409
Operating Support,ENDOW,orange,,,,,2020,Con Brio Choral Society,$657,PO Box 312 Essex CT 06409,41.3468492,-72.4169377,"Centerbrook, CT 06409, USA",PO Box 312,Essex,Centerbrook,6409
Operating Support,SAP,orange,,,,,2017,Con Brio Choral Society,"$3,193",PO Box 312 Essex CT 06409,41.3468492,-72.4169377,"Centerbrook, CT 06409, USA",PO Box 312,Essex,Centerbrook,6409
Operating Support,SAP,orange,,,,,2018,Con Brio Choral Society,"$2,429",PO Box 312 Essex CT 06409,41.3468492,-72.4169377,"Centerbrook, CT 06409, USA",PO Box 312,Essex,Centerbrook,6409
Operating Support,SAP,orange,,,,,2019,Con Brio Choral Society,"$2,000",PO Box 312 Essex CT 06409,41.3468492,-72.4169377,"Centerbrook, CT 06409, USA",PO Box 312,Essex,Centerbrook,6409
Operating Support,SAP,orange,,,,,2020,Con Brio Choral Society,"$2,700",PO Box 312 Essex CT 06409,41.3468492,-72.4169377,"Centerbrook, CT 06409, USA",PO Box 312,Essex,Centerbrook,6409
Operating Support,SAP,orange,,,,,2017,"New Haven Oratorio Choir, Inc.",$615,PO Box 6635 Hamden CT 06517,41.3469288,-72.9047136,"New Haven, CT 06517, USA",PO Box 6635,Hamden,Hamden,6517
Operating Support,SAP,orange,,,,,2018,"New Haven Oratorio Choir, Inc.","$1,088",PO Box 6635 Hamden CT 06517,41.3469288,-72.9047136,"New Haven, CT 06517, USA",PO Box 6635,Hamden,Hamden,6517
Operating Support,SAP,orange,,,,,2019,"New Haven Oratorio Choir, Inc.","$2,000",PO Box 6635 Hamden CT 06517,41.3469288,-72.9047136,"New Haven, CT 06517, USA",PO Box 6635,Hamden,Hamden,6517
Operating Support,SAP,orange,,,,,2020,"New Haven Oratorio Choir, Inc.","$1,800",PO Box 6635 Hamden CT 06517,41.3469288,-72.9047136,"New Haven, CT 06517, USA",PO Box 6635,Hamden,Hamden,6517
Operating Support,SAP,orange,,,,,2020,"Amity Teen Center, Inc.","$5,950",PO Box 3671 New Haven CT 06525,41.3475759,-73.0051055,"New Haven, CT 06525, USA",PO Box 3671,New Haven,New Haven,6525
Operating Support,DirLocal,orange,,,,,2018,Ivoryton Playhouse Foundation,"$43,778",P.O. Box 458 Essex CT 06442-1101,41.34862868,-72.41352924,,P.O. Box 458,Essex,Ivoryton,06442-1101
Operating Support,DirLocal,orange,,,,,2019,Ivoryton Playhouse Foundation,"$54,723",P.O. Box 458 Essex CT 06442-1101,41.34862868,-72.41352924,,P.O. Box 458,Essex,Ivoryton,06442-1101
Operating Support,DirLocal,orange,,,,,2020,Ivoryton Playhouse Foundation,"$54,723",P.O. Box 458 Essex CT 06442-1101,41.34862868,-72.41352924,,P.O. Box 458,Essex,Ivoryton,06442-1101
Operating Support,ENDOW,orange,,,,,2017,Ivoryton Playhouse Foundation,"$2,537",P.O. Box 458 Essex CT 06442-1101,41.34862868,-72.41352924,,P.O. Box 458,Essex,Ivoryton,06442-1101
Operating Support,ENDOW,orange,,,,,2018,Ivoryton Playhouse Foundation,"$7,360",P.O. Box 458 Essex CT 06442-1101,41.34862868,-72.41352924,,P.O. Box 458,Essex,Ivoryton,06442-1101
Operating Support,ENDOW,orange,,,,,2019,Ivoryton Playhouse Foundation,"$2,850",P.O. Box 458 Essex CT 06442-1101,41.34862868,-72.41352924,,P.O. Box 458,Essex,Ivoryton,06442-1101
Operating Support,ENDOW,orange,,,,,2020,Ivoryton Playhouse Foundation,"$7,165",P.O. Box 458 Essex CT 06442-1101,41.34862868,-72.41352924,,P.O. Box 458,Essex,Ivoryton,06442-1101
Operating Support,Mandated,orange,,,,,2017,Ivoryton Playhouse Foundation,"$54,723",P.O. Box 458 Essex CT 06442-1101,41.34862868,-72.41352924,,P.O. Box 458,Essex,Ivoryton,06442-1101
Operating Support,ENDOW,orange,,,,,2017,"Community Music School, Inc.",$500,90 Main Street Essex CT 06426,41.3513225,-72.417594,"90 Main St, Centerbrook, CT 06409, USA",90 Main Street,Essex,Centerbrook,6426
Operating Support,ENDOW,orange,,,,,2018,"Community Music School, Inc.","$1,665",90 Main Street Essex CT 06426,41.3513225,-72.417594,"90 Main St, Centerbrook, CT 06409, USA",90 Main Street,Essex,Centerbrook,6426
Operating Support,ENDOW,orange,,,,,2019,"Community Music School, Inc.","$1,109",90 Main Street Essex CT 06426,41.3513225,-72.417594,"90 Main St, Centerbrook, CT 06409, USA",90 Main Street,Essex,Centerbrook,6426
Operating Support,SAP,orange,,,,,2017,"Community Music School, Inc.","$7,641",90 Main Street Essex CT 06426,41.3513225,-72.417594,"90 Main St, Centerbrook, CT 06409, USA",90 Main Street,Essex,Centerbrook,6426
Operating Support,ENDOW,orange,,,,,2017,Essex Winter Series,$500,PO Box 383 Essex CT 06426,41.352503,-72.3897609,"12 Main St Ste 5, Essex, CT 06426, USA",PO Box 383,Essex,Essex,6426
Operating Support,ENDOW,orange,,,,,2018,Essex Winter Series,"$1,055",PO Box 383 Essex CT 06426,41.352503,-72.3897609,"12 Main St Ste 5, Essex, CT 06426, USA",PO Box 383,Essex,Essex,6426
Operating Support,ENDOW,orange,,,,,2019,Cappella Cantorum,$500,PO Box 714 Essex CT 06426,41.352503,-72.3897609,"12 Main St Ste 5, Essex, CT 06426, USA",PO Box 714,Essex,Essex,6426
Operating Support,ENDOW,orange,,,,,2019,Essex Winter Series,$539,PO Box 383 Essex CT 06426,41.352503,-72.3897609,"12 Main St Ste 5, Essex, CT 06426, USA",PO Box 383,Essex,Essex,6426
Operating Support,ENDOW,orange,,,,,2020,Cappella Cantorum,$500,PO Box 714 Essex CT 06426,41.352503,-72.3897609,"12 Main St Ste 5, Essex, CT 06426, USA",PO Box 714,Essex,Essex,6426
Operating Support,ENDOW,orange,,,,,2020,Essex Winter Series,$885,PO Box 383 Essex CT 06426,41.352503,-72.3897609,"12 Main St Ste 5, Essex, CT 06426, USA",PO Box 383,Essex,Essex,6426
Operating Support,SAP,orange,,,,,2017,Essex Winter Series,"$5,622",PO Box 383 Essex CT 06426,41.352503,-72.3897609,"12 Main St Ste 5, Essex, CT 06426, USA",PO Box 383,Essex,Essex,6426
Operating Support,SAP,orange,,,,,2018,Essex Winter Series,"$3,792",PO Box 383 Essex CT 06426,41.352503,-72.3897609,"12 Main St Ste 5, Essex, CT 06426, USA",PO Box 383,Essex,Essex,6426
Operating Support,SAP,orange,,,,,2019,Essex Winter Series,"$5,000",PO Box 383 Essex CT 06426,41.352503,-72.3897609,"12 Main St Ste 5, Essex, CT 06426, USA",PO Box 383,Essex,Essex,6426
Operating Support,SAP,orange,,,,,2020,Essex Winter Series,"$5,950",PO Box 383 Essex CT 06426,41.352503,-72.3897609,"12 Main St Ste 5, Essex, CT 06426, USA",PO Box 383,Essex,Essex,6426
Operating Support,SAP,orange,,,,,2017,Essex Art Association,"$1,616",10 North Main Street Essex CT 06426-1030,41.3539068,-72.3910713,"10 N Main St, Essex, CT 06426, USA",10 North Main Street,Essex,Essex,06426-1030
Operating Support,SAP,orange,,,,,2018,Essex Art Association,"$1,580",10 North Main Street Essex CT 06426-1030,41.3539068,-72.3910713,"10 N Main St, Essex, CT 06426, USA",10 North Main Street,Essex,Essex,06426-1030
Operating Support,ENDOW,orange,,,,,2019,7th Regiment Youth Performing Arts Organization,$500,PO Box 64 New London CT 06320,41.3552612,-72.0963149,"27 Masonic St Ste 1, New London, CT 06320, USA",PO Box 64,New London,New London,6320
Operating Support,ENDOW,orange,,,,,2017,Eastern Connecticut Ballet Inc.,$500,435 Boston Post Road East Lyme CT 06333-1404,41.3553947,-72.2519698,"435 Boston Post Rd, East Lyme, CT 06333, USA",435 Boston Post Road,East Lyme,East Lyme,06333-1404
Operating Support,ENDOW,orange,,,,,2018,Eastern Connecticut Ballet Inc.,"$1,418",435 Boston Post Road East Lyme CT 06333-1404,41.3553947,-72.2519698,"435 Boston Post Rd, East Lyme, CT 06333, USA",435 Boston Post Road,East Lyme,East Lyme,06333-1404
Operating Support,ENDOW,orange,,,,,2019,Eastern Connecticut Ballet Inc.,$500,435 Boston Post Road East Lyme CT 06333-1404,41.3553947,-72.2519698,"435 Boston Post Rd, East Lyme, CT 06333, USA",435 Boston Post Road,East Lyme,East Lyme,06333-1404
Operating Support,ENDOW,orange,,,,,2020,Eastern Connecticut Ballet Inc.,"$1,617",435 Boston Post Road East Lyme CT 06333-1404,41.3553947,-72.2519698,"435 Boston Post Rd, East Lyme, CT 06333, USA",435 Boston Post Road,East Lyme,East Lyme,06333-1404
Operating Support,SAP,orange,,,,,2017,Eastern Connecticut Ballet Inc.,"$10,733",435 Boston Post Road East Lyme CT 06333-1404,41.3553947,-72.2519698,"435 Boston Post Rd, East Lyme, CT 06333, USA",435 Boston Post Road,East Lyme,East Lyme,06333-1404
Operating Support,SAP,orange,,,,,2018,Eastern Connecticut Ballet Inc.,"$5,846",435 Boston Post Road East Lyme CT 06333-1404,41.3553947,-72.2519698,"435 Boston Post Rd, East Lyme, CT 06333, USA",435 Boston Post Road,East Lyme,East Lyme,06333-1404
Operating Support,SAP,orange,,,,,2019,Eastern Connecticut Ballet Inc.,"$10,000",435 Boston Post Road East Lyme CT 06333-1404,41.3553947,-72.2519698,"435 Boston Post Rd, East Lyme, CT 06333, USA",435 Boston Post Road,East Lyme,East Lyme,06333-1404
Operating Support,SAP,orange,,,,,2020,Eastern Connecticut Ballet Inc.,"$8,750",435 Boston Post Road East Lyme CT 06333-1404,41.3553947,-72.2519698,"435 Boston Post Rd, East Lyme, CT 06333, USA",435 Boston Post Road,East Lyme,East Lyme,06333-1404
Operating Support,ENDOW,orange,,,,,2018,Southeastern CT Cultural Coalition,"$1,150",PO Box 95 New London CT 063220,41.3556539,-72.0995209,"New London, CT, USA",PO Box 95,New London,New London,63220
Operating Support,ENDOW,orange,,,,,2019,Southeastern CT Cultural Coalition,"$1,312",PO Box 95 New London CT 063220,41.3556539,-72.0995209,"New London, CT, USA",PO Box 95,New London,New London,63220
Operating Support,ENDOW,orange,,,,,2020,Southeastern CT Cultural Coalition,$754,PO Box 95 New London CT 063220,41.3556539,-72.0995209,"New London, CT, USA",PO Box 95,New London,New London,63220
Operating Support,ENDOW,orange,,,,,2018,Cappella Cantorum,$673,PO Box 714 Essex CT 06426,41.3557492,-72.3962239,"Essex, CT 06426, USA",PO Box 714,Essex,Essex,6426
Operating Support,SAP,orange,,,,,2020,Cappella Cantorum,$900,PO Box 714 Essex CT 06426,41.3557492,-72.3962239,"Essex, CT 06426, USA",PO Box 714,Essex,Essex,6426
Operating Support,ENDOW,orange,,,,,2017,"Connecticut Lyric Opera, Inc.",$500,PO Box 21 New London CT 06320-6304,41.3631426,-72.106068,"New London, CT 06320, USA",PO Box 21,New London,New London,06320-6304
Operating Support,ENDOW,orange,,,,,2018,"Connecticut Lyric Opera, Inc.",$500,PO Box 21 New London CT 06320-6304,41.3631426,-72.106068,"New London, CT 06320, USA",PO Box 21,New London,New London,06320-6304
Operating Support,ENDOW,orange,,,,,2019,"Connecticut Lyric Opera, Inc.",$682,PO Box 21 New London CT 06320-6304,41.3631426,-72.106068,"New London, CT 06320, USA",PO Box 21,New London,New London,06320-6304
Operating Support,ENDOW,orange,,,,,2020,"Connecticut Lyric Opera, Inc.",$500,PO Box 21 New London CT 06320-6304,41.3631426,-72.106068,"New London, CT 06320, USA",PO Box 21,New London,New London,06320-6304
Operating Support,SAP,orange,,,,,2018,"Connecticut Lyric Opera, Inc.","$3,276",PO Box 21 New London CT 06320-6304,41.3631426,-72.106068,"New London, CT 06320, USA",PO Box 21,New London,New London,06320-6304
Operating Support,SAP,orange,,,,,2019,"Connecticut Lyric Opera, Inc.","$2,000",PO Box 21 New London CT 06320-6304,41.3631426,-72.106068,"New London, CT 06320, USA",PO Box 21,New London,New London,06320-6304
Operating Support,SAP,orange,,,,,2020,"Connecticut Lyric Opera, Inc.","$2,700",PO Box 21 New London CT 06320-6304,41.3631426,-72.106068,"New London, CT 06320, USA",PO Box 21,New London,New London,06320-6304
Operating Support,SAP,orange,,,,,2018,Mystic River Chorale,$875,PO Box 341 Stonington CT 06355,41.3635197,-71.9875531,"Mystic, CT 06355, USA",PO Box 341,Stonington,Mystic,6355
Operating Support,SAP,orange,,,,,2020,Mystic River Chorale,"$2,700",PO Box 341 Stonington CT 06355,41.3635197,-71.9875531,"Mystic, CT 06355, USA",PO Box 341,Stonington,Mystic,6355
Operating Support,ENDOW,orange,,,,,2017,Salt Marsh Opera Company,"$1,759",PO Box 227 Stonington CT 06378,41.3714388,-71.9164217,"Stonington, CT 06378, USA",PO Box 227,Stonington,Stonington,6378
Operating Support,ENDOW,orange,,,,,2018,Salt Marsh Opera Company,"$2,495",PO Box 227 Stonington CT 06378,41.3714388,-71.9164217,"Stonington, CT 06378, USA",PO Box 227,Stonington,Stonington,6378
Operating Support,ENDOW,orange,,,,,2019,Maurice C. La Grua Center^The,"$2,187",PO Box 342 Stonington CT 06378,41.3714388,-71.9164217,"Stonington, CT 06378, USA",PO Box 342,Stonington,Stonington,6378
Operating Support,ENDOW,orange,,,,,2019,Salt Marsh Opera Company,"$3,947",PO Box 227 Stonington CT 06378,41.3714388,-71.9164217,"Stonington, CT 06378, USA",PO Box 227,Stonington,Stonington,6378
Operating Support,ENDOW,orange,,,,,2020,Maurice C. La Grua Center^The,"$2,848",PO Box 342 Stonington CT 06378,41.3714388,-71.9164217,"Stonington, CT 06378, USA",PO Box 342,Stonington,Stonington,6378
Operating Support,ENDOW,orange,,,,,2020,Salt Marsh Opera Company,"$2,002",PO Box 227 Stonington CT 06378,41.3714388,-71.9164217,"Stonington, CT 06378, USA",PO Box 227,Stonington,Stonington,6378
Operating Support,SAP,orange,,,,,2017,Salt Marsh Opera Company,"$7,533",PO Box 227 Stonington CT 06378,41.3714388,-71.9164217,"Stonington, CT 06378, USA",PO Box 227,Stonington,Stonington,6378
Operating Support,SAP,orange,,,,,2018,Salt Marsh Opera Company,"$3,789",PO Box 227 Stonington CT 06378,41.3714388,-71.9164217,"Stonington, CT 06378, USA",PO Box 227,Stonington,Stonington,6378
Operating Support,DirLocal,orange,,,,,2018,Lyman Allyn Art Museum,"$32,835",625 Williams Street New London CT 06320-4199,41.373781,-72.1031446,"625 Williams St, New London, CT 06320, USA",625 Williams Street,New London,New London,06320-4199
Operating Support,DirLocal,orange,,,,,2019,Lyman Allyn Art Museum,"$41,044",625 Williams Street New London CT 06320-4199,41.373781,-72.1031446,"625 Williams St, New London, CT 06320, USA",625 Williams Street,New London,New London,06320-4199
Operating Support,DirLocal,orange,,,,,2020,Lyman Allyn Art Museum,"$41,045",625 Williams Street New London CT 06320-4199,41.373781,-72.1031446,"625 Williams St, New London, CT 06320, USA",625 Williams Street,New London,New London,06320-4199
Operating Support,ENDOW,orange,,,,,2017,Lyman Allyn Art Museum,"$3,482",625 Williams Street New London CT 06320-4199,41.373781,-72.1031446,"625 Williams St, New London, CT 06320, USA",625 Williams Street,New London,New London,06320-4199
Operating Support,ENDOW,orange,,,,,2019,Lyman Allyn Art Museum,"$9,041",625 Williams Street New London CT 06320-4199,41.373781,-72.1031446,"625 Williams St, New London, CT 06320, USA",625 Williams Street,New London,New London,06320-4199
Operating Support,Mandated,orange,,,,,2017,Lyman Allyn Art Museum,"$41,045",625 Williams Street New London CT 06320-4199,41.373781,-72.1031446,"625 Williams St, New London, CT 06320, USA",625 Williams Street,New London,New London,06320-4199
Operating Support,ENDOW,orange,,,,,2018,Arts For Learning Connecticut,"$3,945",1 Evergreen Avenue Hamden CT 06518-2324,41.3837758,-72.9070671,"1 Evergreen Ave, Hamden, CT 06518, USA",1 Evergreen Avenue,Hamden,Hamden,06518-2324
Operating Support,ENDOW,orange,,,,,2019,Arts For Learning Connecticut,"$1,220",1 Evergreen Avenue Hamden CT 06518-2324,41.3837758,-72.9070671,"1 Evergreen Ave, Hamden, CT 06518, USA",1 Evergreen Avenue,Hamden,Hamden,06518-2324
Operating Support,SAP,orange,,,,,2019,Arts For Learning Connecticut,"$10,000",1 Evergreen Avenue Hamden CT 06518-2324,41.3837758,-72.9070671,"1 Evergreen Ave, Hamden, CT 06518, USA",1 Evergreen Avenue,Hamden,Hamden,06518-2324
Operating Support,SAP,orange,,,,,2020,Arts For Learning Connecticut,"$8,750",1 Evergreen Avenue Hamden CT 06518-2324,41.3837758,-72.9070671,"1 Evergreen Ave, Hamden, CT 06518, USA",1 Evergreen Avenue,Hamden,Hamden,06518-2324
Operating Support,ENDOW,orange,,,,,2019,"Friends of The Ives, Inc.",$500,"43 Lake Avenue, Ext. WCSU Westside Campus, Rm 200 Danbury CT 06813-3794",41.3942682,-73.4937786,"43 Lake Ave Ext, Danbury, CT 06811, USA","43 Lake Avenue, Ext. WCSU Westside Campus, Rm 200",Danbury,Danbury,06813-3794
Operating Support,ENDOW,orange,,,,,2019,"Danbury Music Centre, Inc.","$1,313",256 Main Street Danbury CT 06810-6635,41.3951363,-73.4535238,"256 Main St, Danbury, CT 06810, USA",256 Main Street,Danbury,Danbury,06810-6635
Operating Support,ENDOW,orange,,,,,2020,"Danbury Music Centre, Inc.","$2,023",256 Main Street Danbury CT 06810-6635,41.3951363,-73.4535238,"256 Main St, Danbury, CT 06810, USA",256 Main Street,Danbury,Danbury,06810-6635
Operating Support,ENDOW,orange,,,,,2017,Cultural Alliance of Western Connecticut,$500,287 Main Street Danbury CT 06810-7825,41.3960681,-73.4538037,"287 Main St, Danbury, CT 06810, USA",287 Main Street,Danbury,Danbury,06810-7825
Operating Support,ENDOW,orange,,,,,2018,Cultural Alliance of Western Connecticut,"$1,675",287 Main Street Danbury CT 06810-7825,41.3960681,-73.4538037,"287 Main St, Danbury, CT 06810, USA",287 Main Street,Danbury,Danbury,06810-7825
Operating Support,ENDOW,orange,,,,,2019,Cultural Alliance of Western Connecticut,"$1,620",287 Main Street Danbury CT 06810-7825,41.3960681,-73.4538037,"287 Main St, Danbury, CT 06810, USA",287 Main Street,Danbury,Danbury,06810-7825
Operating Support,ENDOW,orange,,,,,2020,Cultural Alliance of Western Connecticut,$500,287 Main Street Danbury CT 06810-7825,41.3960681,-73.4538037,"287 Main St, Danbury, CT 06810, USA",287 Main Street,Danbury,Danbury,06810-7825
Operating Support,SAP,orange,,,,,2017,Ives Authority for the Performing Arts^Charles,"$7,065",PO Box 2957 Danbury CT 06813,41.4,-73.45,"Danbury, CT 06813, USA",PO Box 2957,Danbury,Danbury,6813
Operating Support,SAP,orange,,,,,2018,Ives Authority for the Performing Arts^Charles,"$2,843",PO Box 2957 Danbury CT 06813,41.4,-73.45,"Danbury, CT 06813, USA",PO Box 2957,Danbury,Danbury,6813
Operating Support,SAP,orange,,,,,2019,Ives Authority for the Performing Arts^Charles,"$5,000",PO Box 2957 Danbury CT 06813,41.4,-73.45,"Danbury, CT 06813, USA",PO Box 2957,Danbury,Danbury,6813
Operating Support,SAP,orange,,,,,2020,Ives Authority for the Performing Arts^Charles,"$5,950",PO Box 2957 Danbury CT 06813,41.4,-73.45,"Danbury, CT 06813, USA",PO Box 2957,Danbury,Danbury,6813
Operating Support,SAP,orange,,,,,2018,"1214 Foundation, Inc./NEWARTS","$3,611",PO Box 90 Newtown CT 06470,41.4151635,-73.2914854,"5 Commerce Rd, Newtown, CT 06470, USA",PO Box 90,Newtown,Newtown,6470
Operating Support,SAP,orange,,,,,2020,"Irelands Great Hunger Museum, Inc.","$5,950",275 Mount Carmel Avenue Hamden CT 06518,41.4191748,-72.8926883,"275 Mt Carmel Ave, Hamden, CT 06518, USA",275 Mount Carmel Avenue,Hamden,Hamden,6518
Operating Support,DirLocal,orange,,,,,2018,Goodspeed Opera House,"$34,660",6 Main Street East Haddam CT 06423-1302,41.4517692,-72.4625672,"6 Main St, East Haddam, CT 06423, USA",6 Main Street,East Haddam,East Haddam,06423-1302
Operating Support,DirLocal,orange,,,,,2019,Goodspeed Opera House,"$43,325",6 Main Street East Haddam CT 06423-1302,41.4517692,-72.4625672,"6 Main St, East Haddam, CT 06423, USA",6 Main Street,East Haddam,East Haddam,06423-1302
Operating Support,DirLocal,orange,,,,,2020,Goodspeed Opera House,"$43,325",6 Main Street East Haddam CT 06423-1302,41.4517692,-72.4625672,"6 Main St, East Haddam, CT 06423, USA",6 Main Street,East Haddam,East Haddam,06423-1302
Operating Support,ENDOW,orange,,,,,2017,Goodspeed Opera House,"$5,708",6 Main Street East Haddam CT 06423-1302,41.4517692,-72.4625672,"6 Main St, East Haddam, CT 06423, USA",6 Main Street,East Haddam,East Haddam,06423-1302
